first_statistics:_on_raw_data
filename,date,time,DOY,used_records,mean(u),mean(v),mean(w),mean(ts),mean(co2),mean(h2o),mean(ch4),mean(none),mean(tc),mean(pc),mean(te),mean(pe),WindDirection,var(u),var(v),var(w),var(ts),var(co2),var(h2o),var(ch4),var(none),var(tc),var(pc),var(te),var(pe),cov(u/v),cov(u/w),cov(u/ts),cov(u/co2),cov(u/h2o),cov(u/ch4),cov(u/none),cov(v/w),cov(v/ts),cov(v/co2),cov(v/h2o),cov(v/ch4),cov(v/none),cov(w/ts),cov(w/co2),cov(w/h2o),cov(w/ch4),cov(w/none),cov(w/tc),cov(w/pc),cov(w/te),cov(w/pe),st_dev(u),st_dev(v),st_dev(w),st_dev(ts),st_dev(co2),st_dev(h2o),st_dev(ch4),st_dev(none),st_dev(tc),st_dev(pc),st_dev(te),st_dev(pe),skw(u),skw(v),skw(w),skw(ts),skw(co2),skw(h2o),skw(ch4),skw(none),skw(tc),skw(pc),skw(te),skw(pe),kur(u),kur(v),kur(w),kur(ts),kur(co2),kur(h2o),kur(ch4),kur(none),kur(tc),kur(pc),kur(te),kur(pe)
2021-12-03T150000_smart3-00551.ghg,2021-12-03,15:30,337.6457,36000,-0.479448,-1.80959,-0.185778E-01,289.441,17.7455,500.973,0.865591E-01,-9999,-9999,-9999,285.697,101826.,294.214,0.231944,0.290261,0.516357E-01,0.232662E-01,0.619179E-03,143.705,0.467769E-07,-9999,-9999,-9999,0.325918E-02,6.81179,-0.412217E-01,0.155558E-02,0.391065E-02,0.748257E-03,0.295440,0.994240E-05,-9999,0.412419E-01,0.419275E-01,-0.529675E-02,2.80522,-0.226027E-04,-9999,0.141491E-01,-0.220650E-02,1.11920,-0.693912E-05,-9999,-9999,-9999,0.113995E-02,0.131845E-01,0.481605,0.538759,0.227235,0.152533,0.248833E-01,11.9877,0.216280E-03,-9999,-9999,-9999,0.570892E-01,2.60994,-0.461581,-0.285166,0.281641,-0.145887,-0.605198,0.219889,1.55484,-9999,-9999,-9999,-0.103973,0.911078,3.06466,2.82111,4.47042,3.31758,3.60948,2.70089,8.15344,-9999,-9999,-9999,2.24919,3.90320
2021-12-03T153000_smart3-00551.ghg,2021-12-03,16:00,337.6665,36000,-0.253897,-1.61144,-0.161092E-01,289.438,17.7736,495.787,0.867212E-01,-9999,-9999,-9999,285.513,101841.,289.225,0.187293,0.322868,0.407582E-01,0.564362E-02,0.331653E-03,104.061,0.964125E-07,-9999,-9999,-9999,0.168985E-02,22.7089,-0.485409E-01,-0.392325E-02,-0.825072E-02,0.295821E-02,-1.12856,0.622733E-04,-9999,0.390252E-01,0.208468E-01,-0.184470E-02,2.04479,-0.216449E-04,-9999,0.646986E-02,-0.637978E-03,0.820026,-0.516246E-05,-9999,-9999,-9999,-0.214360E-03,0.110434,0.432774,0.568215,0.201887,0.751240E-01,0.182114E-01,10.2010,0.310504E-03,-9999,-9999,-9999,0.411078E-01,4.76539,0.138661,-0.638198,0.500018E-01,0.282390,0.896889,0.238788,2.38673,-9999,-9999,-9999,0.272582E-01,0.661617,2.54509,2.91485,3.86214,3.21097,4.02949,2.26041,10.1144,-9999,-9999,-9999,2.27475,2.41533
2021-12-03T160000_smart3-00551.ghg,2021-12-03,16:30,337.6873,36000,-0.657893,-1.68475,-0.149036E-01,289.447,17.8126,495.615,0.870327E-01,-9999,-9999,-9999,285.369,101858.,300.418,0.206625,0.227818,0.494538E-01,0.174273E-02,0.385558E-03,81.3587,0.744343E-06,-9999,-9999,-9999,0.388122E-02,38.6115,-0.605271E-02,0.645849E-02,0.885640E-03,0.226333E-02,0.421174,0.140042E-03,-9999,0.343524E-01,0.580355E-02,-0.431866E-04,1.26203,0.546986E-04,-9999,0.181431E-02,-0.927684E-04,0.815430,-0.474484E-05,-9999,-9999,-9999,0.640552E-03,-0.206930E-01,0.454560,0.477303,0.222382,0.417460E-01,0.196356E-01,9.01991,0.862753E-03,-9999,-9999,-9999,0.622995E-01,6.21381,-0.298874,-0.621208,0.191853,0.451934,0.220744,0.100105,1.98205,-9999,-9999,-9999,-0.381969E-01,0.857226,3.71865,3.50864,3.67349,4.25369,3.01390,2.49078,6.18081,-9999,-9999,-9999,2.03298,2.49359
2021-12-03T163000_smart3-00551.ghg,2021-12-03,17:00,337.7082,36000,-1.22870,-1.45983,-0.328671E-01,289.489,17.8335,492.335,0.866787E-01,-9999,-9999,-9999,285.316,101880.,319.498,0.163595,0.213854,0.445476E-01,0.169699E-02,0.797804E-03,50.9820,0.619046E-07,-9999,-9999,-9999,0.574922E-03,24.6996,0.344898E-01,0.142569E-01,-0.322231E-02,0.130339E-02,0.325565,-0.127975E-05,-9999,0.273959E-01,-0.391122E-02,0.490364E-02,0.697123,0.345215E-04,-9999,-0.284768E-02,0.883769E-03,0.536174,-0.807517E-07,-9999,-9999,-9999,-0.966595E-04,0.155455E-02,0.404469,0.462443,0.211063,0.411945E-01,0.282454E-01,7.14017,0.248806E-03,-9999,-9999,-9999,0.239775E-01,4.96986,-0.154870,-0.471709,-0.296323E-01,0.634087E-01,-0.253557E-01,-0.285684,-0.261351,-9999,-9999,-9999,-0.251639,0.211633,3.19350,3.32008,3.75722,3.08781,2.63280,2.77517,2.16230,-9999,-9999,-9999,2.95042,2.41696
2021-12-03T170000_smart3-00551.ghg,2021-12-03,17:30,337.7290,36000,-0.766067,-0.782366,-0.679187E-02,289.502,17.9047,496.600,0.867846E-01,-9999,-9999,-9999,285.323,101889.,323.047,0.761439E-01,0.559841E-01,0.182150E-01,0.196266E-02,0.890600E-03,48.3618,0.545394E-07,-9999,-9999,-9999,0.261800E-03,5.98755,0.441893E-02,0.711638E-02,-0.454630E-02,0.443690E-02,0.861782,-0.122471E-04,-9999,0.683068E-02,-0.461716E-02,0.210336E-02,0.392930,0.114872E-04,-9999,-0.187465E-02,0.117585E-02,0.338949,-0.606853E-06,-9999,-9999,-9999,0.151683E-03,0.147912E-02,0.275942,0.236610,0.134963,0.443019E-01,0.298429E-01,6.95427,0.233537E-03,-9999,-9999,-9999,0.161802E-01,2.44695,-0.955221E-01,-0.379096,0.110997,0.448792,0.324136E-01,-0.184503,0.160115,-9999,-9999,-9999,-0.202695,0.389896,3.14767,3.31612,3.75842,3.51213,3.09121,2.66132,2.62230,-9999,-9999,-9999,2.88834,3.50149
2021-12-03T173000_smart3-00551.ghg,2021-12-03,18:00,337.7498,36000,-0.765913,-0.457011,-0.196147E-01,289.546,17.8932,495.633,0.865726E-01,-9999,-9999,-9999,285.385,101899.,342.034,0.718339E-01,0.192890,0.156413E-01,0.394837E-02,0.261632E-02,40.7558,0.584251E-07,-9999,-9999,-9999,0.108040E-02,9.33986,0.104589E-01,0.545445E-02,-0.567042E-02,0.345965E-02,0.518097,0.931145E-05,-9999,0.110966E-01,-0.958414E-02,0.142704E-01,0.673207,0.732955E-04,-9999,-0.295692E-02,0.172247E-02,0.268433,0.301997E-05,-9999,-9999,-9999,0.385383E-03,-0.312071E-01,0.268018,0.439193,0.125065,0.628361E-01,0.511500E-01,6.38403,0.241713E-03,-9999,-9999,-9999,0.328694E-01,3.05612,-1.30684,-0.662615,-0.248503,0.640596,-0.737964,-0.393609,-0.396448,-9999,-9999,-9999,-0.988877E-01,-0.293392,7.12878,3.26328,4.02518,3.58951,3.55114,3.10804,2.78204,-9999,-9999,-9999,2.28802,2.35912
2021-12-03T180000_smart3-00551.ghg,2021-12-03,18:30,337.7707,36000,-0.520592,0.174092,0.757673E-02,289.563,17.9178,495.125,0.862567E-01,-9999,-9999,-9999,285.454,101896.,31.1286,0.896951E-01,0.622753E-01,0.630180E-02,0.332705E-02,0.325187E-02,43.7621,0.220751E-07,-9999,-9999,-9999,0.183610E-02,23.8445,0.126085E-01,0.299386E-02,-0.176499E-02,0.789659E-02,0.564704,0.216099E-05,-9999,0.158929E-03,0.283451E-02,0.977237E-03,-0.450085,-0.118975E-05,-9999,-0.121927E-02,0.860359E-03,0.109577,0.276616E-06,-9999,-9999,-9999,-0.177369E-04,-0.160005E-01,0.299491,0.249550,0.793838E-01,0.576806E-01,0.570251E-01,6.61529,0.148577E-03,-9999,-9999,-9999,0.428497E-01,4.88308,-0.245185,-0.526983,-0.473615E-01,0.675936E-01,0.315326,-0.127845,0.166499,-9999,-9999,-9999,0.214068,0.182864E-01,2.09449,2.71415,4.90344,3.21857,3.14785,2.81973,3.76186,-9999,-9999,-9999,2.36287,1.91007
2021-12-03T183000_smart3-00551.ghg,2021-12-03,19:00,337.7915,36000,-0.670416,0.126745,-0.158936E-02,289.555,17.9144,499.736,0.862579E-01,-9999,-9999,-9999,285.466,101917.,18.7665,0.371074E-01,0.406400E-01,0.709656E-02,0.260112E-02,0.145532E-02,22.8069,0.520830E-07,-9999,-9999,-9999,0.619001E-03,61.0699,-0.783103E-02,0.363446E-02,-0.572490E-02,0.396106E-02,0.521725,0.162255E-04,-9999,-0.362112E-03,0.295589E-02,-0.951701E-03,-0.107134,0.147045E-04,-9999,-0.131072E-02,0.679274E-03,0.855363E-01,0.153608E-05,-9999,-9999,-9999,0.407939E-04,0.206025E-02,0.192633,0.201594,0.842411E-01,0.510012E-01,0.381487E-01,4.77566,0.228217E-03,-9999,-9999,-9999,0.248797E-01,7.81472,-0.132190,0.607003,-0.191812,0.134233,-0.146221,-0.671921,-0.375762,-9999,-9999,-9999,0.358913,-0.129547,2.54905,3.32371,3.87990,3.05244,3.47823,3.43106,2.89583,-9999,-9999,-9999,2.69532,1.83255
2021-12-03T190000_smart3-00551.ghg,2021-12-03,19:30,337.8123,36000,-0.687685,0.159579,0.981456E-02,289.562,18.0225,499.171,0.863075E-01,-9999,-9999,-9999,285.479,101945.,20.4902,0.456065E-01,0.322599E-01,0.499167E-02,0.397090E-02,0.545159E-02,34.6938,0.195204E-07,-9999,-9999,-9999,0.133993E-02,54.1838,-0.143990E-01,-0.343932E-03,-0.173974E-02,0.251324E-02,0.199052E-01,0.757868E-05,-9999,-0.102601E-04,0.141207E-02,0.134407E-02,-0.311638,0.246064E-05,-9999,-0.977133E-03,0.950220E-03,0.644523E-01,-0.242286E-06,-9999,-9999,-9999,0.109784E-03,0.576536E-01,0.213557,0.179610,0.706517E-01,0.630151E-01,0.738349E-01,5.89015,0.139715E-03,-9999,-9999,-9999,0.366051E-01,7.36097,0.307793,0.480882,0.175046E-01,1.38770,-0.514505,-0.129089,-0.173565,-9999,-9999,-9999,0.432426,-0.448431,3.28548,3.43856,4.88718,8.11298,4.38580,2.23151,3.40967,-9999,-9999,-9999,2.15027,2.43005
2021-12-03T193000_smart3-00551.ghg,2021-12-03,20:00,337.8331,36000,-0.135066,-0.103379,0.926822E-02,289.640,17.9971,496.537,0.875904E-01,-9999,-9999,-9999,285.557,101965.,310.923,0.286280,0.437927E-01,0.475099E-02,0.949641E-02,0.166685E-01,42.7796,0.918763E-06,-9999,-9999,-9999,0.144611E-02,19.6008,0.311562E-01,0.648590E-02,-0.264354E-01,0.168544E-01,-0.851369,-0.595641E-04,-9999,0.293062E-02,-0.717814E-02,0.788335E-02,0.382817,-0.938025E-04,-9999,-0.151276E-02,0.131254E-02,0.854604E-01,-0.327623E-05,-9999,-9999,-9999,-0.296450E-03,-0.600875E-01,0.535051,0.209267,0.689274E-01,0.974495E-01,0.129106,6.54061,0.958521E-03,-9999,-9999,-9999,0.380277E-01,4.42728,0.330764,-0.856433E-01,0.230310E-01,-0.611985,1.82034,0.702722,-0.335780,-9999,-9999,-9999,-0.351713,0.329982,2.57966,3.19381,5.22228,3.15870,8.51207,2.68494,1.80103,-9999,-9999,-9999,2.72399,2.15996
